description,deployed,phrase_count,doc_type,source,type,createdOn,enabled,matching,rollup,display_type,search_terms,effective_range,word_count,review,param_keys,banner_url,id,use_qec,confidence,groups,updatedOn,priority,param_values,field_name,_version_,sourceType,param_policies,name,surface_form,redirect_url,field_values
live chat,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,chat,,,approved,,"<a href=""//www.verizonwireless.com/wcms/contact-us.html?intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" campaign-code=""intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" search-banner=""live chat""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-live-chat-2x?$jpeg80$&scl=2' alt='Live Chat' title='Live Chat' style='width:100%'></a>",8c4c66fc-0705-45e4-b475-c2ce6448643f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779869020166,,,chat-desktop,,,
gtm droid turbo 2 maxx 2 accessories - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,maxx2 accessories,,,approved,,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-droidturbo2maxx2accessories-102915-MO-SR-LP-BO"" search-banner=""gtm droid turbo 2 maxx 2 accessories - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-m-9919-10202015?$defaultScaleJPG$' alt='?Accessorize your DROID Turbo 2 and Maxx 2' title='?Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",8cfdd99e-4c30-4afe-a1e0-d1adce26095c,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068736,,,maxx2-accessories-mobile,,,
activate device - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,activation,,,approved,,"<a href=""//www.verizonwireless.com/support/activate-device-faqs/?intcmp=INT-SEA-NON-ON-activate_device_support-062515-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-ON-activate_device_support-062515-DE-SR-SU-T"" search-banner=""activate device - support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-activate-device?$defaultScaleJPG$' alt='Activate a new device.' title='Activate a new device.' style='width:100%'></a>",8ddff161-cef7-4ae4-a6d4-49a9760ab3c4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068737,,,activation-desktop,,,
cancel - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,end date,,,approved,,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",8f44cc43-1528-429d-8895-5a2940b4d305,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068738,,,end-date-mobile,,,
applecare - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,apple care%2B,,,approved,,"<a href=""https://community.verizonwireless.com/mobile/mobile-access.jspa#jive-content?content=/api/core/v3/contents/2025118&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" campaign-code=""&intcmp=INT-SEA-NON-SE-applecare-070215-MO-SR-LP-BO"" search-banner=""applecare - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-applecare-m-110615?$jpeg100$&scl=1' alt='AppleCare' title='AppleCare' style='width:100%'></a>",8f4724b6-fe93-4de0-895f-0dca6378e1ad,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068739,,,apple-care%2B-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,brightside,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",8fae689a-fae1-4aa2-a758-b807e2f74d6f,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068740,,,brightside-mobile,,,
motorola support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,droid,,,approved,,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-MO-SR-SU-BO"" search-banner=""motorola support - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-m-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",8fcdf338-18c2-4e7e-a690-df7dace96a96,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779870068741,,,droid-mobile,,,
texting - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,texting,,,approved,,"<a href=""//www.verizonwireless.com/support/text-messaging-faqs/?intcmp=INT-SEA-NON-SE-texting_support-112414-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-texting_support-112414-DE-SR-SU-T"" search-banner=""texting - support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-faqtexting-082615?$jpeg80$&scl=1' alt='FAQs about texting.' title='FAQs about texting.' style='width:100%'></a>",8ff28ad4-6a4b-4351-8095-3dd55f702074,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117312,,,texting-desktop,,,
htc support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,apache,,,approved,,"<a href=""//www.verizonwireless.com/support/htc/?intcmp=INT-SEA-NON-SE-htc-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-htc-070215-MO-SR-SU-BO"" search-banner=""htc support - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-htc-m-110615?$jpeg100$&scl=1' alt='HTC One Support' title='HTC One Support' style='width:100%'></a>",9016112c-1a3d-4050-a986-10c80062dcdb,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117313,,,apache-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,haven,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",90187335-bbff-4b66-ae72-b809f40fe05b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117314,,,haven-mobile,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,travelpass,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",90299fe0-fae7-4ca8-b538-67da758e73eb,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117315,,,travelpass-desktop,,,
gtm device payment,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,payment,,,approved,,"<a href=""//www.verizonwireless.com/support/device-payment-faqs/?intcmp=INT-SEA-NON-AC-device_payment-072415-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-AC-device_payment-072415-DE-SR-LP-T"" search-banner=""gtm device payment""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-device-payment?$jpeg80$&scl=1' alt='Device Payment' title='Device Payment' style='width:100%'></a>",905be7b0-3817-4ed5-a423-0fcf98eb76e4,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117316,,,payment-desktop,,,
suspend service - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,suspend,,,approved,,"<a href=""//www.verizonwireless.com/support/suspend-service-faqs/?intcmp=INT-SEA-NON-SE-suspend_service-091114-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-suspend_service-091114-MO-SR-SU-BO"" search-banner=""suspend service - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-suspend-082615-m?$jpeg80$&scl=1' alt='My Verizon SUSPEND A DEVICE' title='My Verizon SUSPEND A DEVICE' style='width:100%'></a>",90efe073-24d5-4824-a16a-c9d9d2eb024c,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779871117317,,,suspend-mobile,,,
texting - support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,text,,,approved,,"<a href=""//www.verizonwireless.com/support/text-messaging-faqs/?intcmp=INT-SEA-NON-SE-texting_support-112414-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-texting_support-112414-MO-SR-SU-BO"" search-banner=""texting - support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-faqtexting-082615-m?$jpeg80$&scl=1' alt='FAQs about texting.' title='FAQs about texting.' style='width:100%'></a>",914eb7b6-cb40-40fd-99a3-268c5893c1a9,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165888,,,text-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,rogue,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",91733ef0-4943-483f-a26b-dc738d43e569,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165889,,,rogue-mobile,,,
global pricing international,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,world device,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",91f7654c-59ef-4d51-8304-e117f41d73f0,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165890,,,world-device-desktop,,,
applecare,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,applecare,,,approved,,"<a href=""https://community.verizonwireless.com/community/apple?intcmp=INT-SEA-NON-SE-applecare-070215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-applecare-070215-DE-SR-LP-T"" search-banner=""applecare""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-applecare-d-110615?$jpeg100$&scl=1' alt='AppleCare' title='AppleCare' style='width:100%'></a>",92d0cde5-5d23-47ae-9338-19dcd3396688,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165891,,,applecare-desktop,,,
cloud - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,storage,,,approved,,"<a href=""//www.verizonwireless.com/wcms/consumer/products/verizon-cloud.html?intcmp=INT-SEA-NON-CS-cloud-062515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-cloud-062515-MO-SR-LP-BO"" search-banner=""cloud - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-cloud-2x?$jpeg80$&scl=1' alt='Verizon Wireless - Verizon Cloud' title='Verizon Wireless - Verizon Cloud' style='width:100%'></a>",932a2d1f-9972-4fd7-a747-58340270f7ea,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165892,,,storage-mobile,,,
vz messages ios - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,messages,,,approved,,"<a href=""//itunes.apple.com/us/app/verizon-messages/id621469412?mt=8&uo=4&intcmp=INT-SEA-NON-SE-vz_messages_ios-091114-MO-SR-LP-BO"" campaign-code=""&intcmp=INT-SEA-NON-SE-vz_messages_ios-091114-MO-SR-LP-BO"" search-banner=""vz messages ios - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",939406d9-f290-45c9-8dbc-f1a550fa71db,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779872165893,,,messages-mobile,,,
gtm iphone 6s plus gng,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,6s plus charger,,,approved,,"<a href=""http://www.verizonwireless.com/accessories/iphone-6s-plus/?intcmp=INT-SEA-NON-AC-iphone_6s_plus_gng-09122015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-AC-iphone_6s_plus_gng-09122015-DE-SR-LP-T"" search-banner=""gtm iphone 6s plus gng""><img src='https://ss7.vzw.com/is/image/VerizonWireless/site-search-iphone6s-plus-accy-po-d?$defaultScaleJPG$' alt='iPhone 6s Plus Accessories' title='iPhone 6s Plus Accessories' style='width:100%'></a>",94daf04d-4028-4e7e-a12f-2b5a87ee9240,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214464,,,6s-plus-charger-desktop,,,
samsung galaxy note 5,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,samsung note,,,approved,,"<a href=""//www.verizonwireless.com/smartphones/samsung-galaxy-note-5/?intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" search-banner=""samsung galaxy note 5""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-samsung-gold-31458-dt?&wid=700&bgc=f6f6f6' alt='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' title='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' style='width:100%'></a>",95816fe8-6b15-4300-9e11-07c2d5a27019,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214465,,,samsung-note-desktop,,,
vz messages,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,iMessage,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/verizon-messages/?intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" search-banner=""vz messages""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-1?$defaultscalejpg$' alt='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' title='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' style='width:100%'></a>",95c3c180-c2e8-4c05-bbe2-738c7016a1f8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214466,,,iMessage-desktop,,,
prepaid,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,prepaid,,,approved,,"<a href=""//www.verizonwireless.com/prepaid/smartphone-plans/?intcmp=INT-SEA-NON-AC-prepaid-051915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-AC-prepaid-051915-DE-SR-LP-T"" search-banner=""prepaid""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-prepaid-2x?$jpeg80$&scl=2' alt='PREPAID PLANS & PHONES' title='PREPAID PLANS & PHONES' style='width:100%'></a>",964ea638-a183-4e1d-8817-163689eb74f1,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214467,,,prepaid-desktop,,,
trade in - mobile - support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,recycle,,,approved,,"<a href=""//www.verizonwireless.com/support/trade-in-program-faqs/?intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" search-banner=""trade in - mobile - support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-tradein-m?$jpeg100$&scl=1' alt='Discover our TRADE-IN PROGRAM' title='Discover our TRADE-IN PROGRAM' style='width:100%'></a>",968905c7-ee11-4d0e-b88a-d3c2c96761e8,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214468,,,recycle-mobile,,,
vz messages,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,gifting,,,approved,,"<a href=""//www.verizonwireless.com/landingpages/verizon-messages/?intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages-10152015-DE-SR-LP-T"" search-banner=""vz messages""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-1?$defaultscalejpg$' alt='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' title='Seamless TEXTING. Synchronize your tests across multiple devices, even your computer, only on Verizon Messages' style='width:100%'></a>",96cda6a0-e454-4ab0-90a9-11dc3c4fc354,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214469,,,gifting-desktop,,,
htc support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,rezound,,,approved,,"<a href=""//www.verizonwireless.com/support/htc/?intcmp=INT-SEA-NON-SE-htc-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-htc-070215-DE-SR-SU-T"" search-banner=""htc support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-htc-d-110615?$jpeg100$&scl=1' alt='HTC Support' title='HTC Support' style='width:100%'></a>",96d2d270-f3d1-4d08-84f6-11ba540855eb,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779873214470,,,rezound-desktop,,,
gtm jetpack,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,jet pack,,,approved,,"<a href=""//www.verizonwireless.com/internet-devices/jetpack-mifi-6620l/?intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" campaign-code=""intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" search-banner=""gtm jetpack""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-jetpack-mifi-2x?$jpeg80$&scl=2' alt='Verizon Jetpack MIFI' title='Verizon Jetpack MIFI' style='width:100%'></a>",96dda598-5760-4a21-a5e2-c3423007da07,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263040,,,jet-pack-desktop,,,
cancel,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,stop service,,,approved,,"<a href=""//www.verizonwireless.com/wcms/myverizon/customer-retention.html?intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-DE-SR-LP-T"" search-banner=""cancel""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-customer?$defaultScaleJPG$' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588' style='width:100%'></a>",96f5dba2-5442-41b6-bb76-970f86559d69,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263041,,,stop-service-desktop,,,
samsung gear s2 buy now,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,Gear S2,,,approved,,"<a href=""//www.verizonwireless.com/accessories/smart-watches/samsung/?intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" search-banner=""samsung gear s2 buy now""><img src='//ss7.vzw.com/is/image/VerizonWireless/gg-site-search-banner-samsung-gear-s2-d-10162015?$defaultScaleJPG$' alt='?Samsung Gear S2?' title='?Samsung Gear S2?' style='width:100%'></a>",97010df4-22b6-40ec-831e-a08491f923f2,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263042,,,Gear-S2-desktop,,,
motorola support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,x2,,,approved,,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" search-banner=""motorola support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-d-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",971ad6fe-dab9-45d7-baa7-ea826fe7867b,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263043,,,x2-desktop,,,
parrot drones - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,jumping,,,approved,,"<a href=""//www.verizonwireless.com/accessories/parrot/?intcmp=INT-SEA-NON-CS-parrot_drones-110115-MO-SR-DV-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-parrot_drones-110115-MO-SR-DV-BO"" search-banner=""parrot drones - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-9834-parrot-m?$defaultScaleJPG$' alt='Shop ParrotÃ MiniDrones. Parrot Airborne Night and Jumping Race' title='Shop ParrotÃ MiniDrones. Parrot Airborne Night and Jumping Race' style='width:100%'></a>",9824611d-d2ff-46fe-808d-2dcab25bea8e,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263044,,,jumping-mobile,,,
return policy,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,exchanges,,,approved,,"<a href=""//www.verizonwireless.com/b2c/support/return-policy?intcmp=INT-SEA-NON-SE-return_policy-091114-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-return_policy-091114-DE-SR-SU-T"" search-banner=""return policy""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-return-policy-2x?$jpeg80$&scl=2' alt='Return Policy. Not satisfied? Return or exchange your purchase within 14 days. Conditions and fees may apply.' title='Return Policy. Not satisfied? Return or exchange your purchase within 14 days. Conditions and fees may apply.' style='width:100%'></a>",983afaa5-11fc-406c-bb6c-f9d47ed2432c,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779874263045,,,exchanges-desktop,,,
htc support,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,remix,,,approved,,"<a href=""//www.verizonwireless.com/support/htc/?intcmp=INT-SEA-NON-SE-htc-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-htc-070215-DE-SR-SU-T"" search-banner=""htc support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-htc-d-110615?$jpeg100$&scl=1' alt='HTC Support' title='HTC Support' style='width:100%'></a>",9a0b12a1-5cfe-4377-bd7e-dcc366988371,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311616,,,remix-desktop,,,
data calculator - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,data,,,approved,,"<a href=""//www.verizonwireless.com/b2c/splash/dataShareCalculator.jsp?intcmp=INT-SEA-NON-SE-data_calculator-031615-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-data_calculator-031615-MO-SR-SU-BO"" search-banner=""data calculator - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-data-calculator-2x?$jpeg80$&scl=1' alt='Data Calculator' title='Data Calculator' style='width:100%'></a>",9a1fcdcc-fc77-4c4d-8caf-de6fc445f8b2,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311617,,,data-mobile,,,
samsung support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,sch,,,approved,,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",9a981eea-7802-485c-9f56-467e133fb521,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311618,,,sch-mobile,,,
activate device support - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,activation,,,approved,,"<a href=""//www.verizonwireless.com/support/activate-device-faqs/?intcmp=INT-SEA-NON-ON-activate_device_support-062515-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-ON-activate_device_support-062515-MO-SR-SU-BO"" search-banner=""activate device support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-activate-device?$jpeg80$&scl=1' alt='Activate your Device' title='Activate your Device' style='width:100%'></a>",9afc2cd8-c12d-4fe7-85fa-cbd9e239dbb9,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311619,,,activation-mobile,,,
vz messages android - mobile,true,,rule,,banner,2018-09-24T22:56:08.900Z,false,keywords,Banner,Banner,tablet calling,,,approved,,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",9b49f60a-3794-43d5-96df-271ccd707908,,,rules-global,2018-09-24T22:56:08.900Z,1,,,1654098779875311620,,,tablet-calling-mobile,,,
