"_lw_parser_record_number",keys,values,description,_lw_parser_content_type,_lw_parser_id,type,enabled,matching,search_terms,display_type,_lw_parser_absolute_resource_name,_lw_parser_parsing_depth,createdAt,effective_range,score,ruleName,param_keys,id,updatedAt,_lw_parser_type,_lw_parser_max_parsing_depth,groups,param_values,field_name,_lw_parser_resource_name,_lw_parser_diagnostic_id,param_policies,field_values
"",banner,"<a href=""https://play.google.com/store/apps/details?id=com.verizon.messaging.vzmsgs&hl=en?intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-vz_messages_android-101515-MO-SR-LP-BO"" search-banner=""vz messages android - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-vzmessage-082615-m?$jpeg80$&scl=1' alt='Verizon Wireless - VZ Messages' title='Verizon Wireless - VZ Messages' style='width:100%'></a>",vz messages android - mobile,,,response_value,false,keywords,Skype,Banner,,,2018-09-24T22:56:08.902Z,,1.0,Skype-mobile,,446f13df-34b7-4d29-b85d-610ebb30d5a0,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/prepaid/smartphone-plans/?intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-AC-prepaid-051915-MO-SR-LP-BO"" search-banner=""prepaid - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/m-search-banner-prepaid-2x?$jpeg80$&scl=1' alt='?PREPAID PLANS & PHONES' title='?PREPAID PLANS & PHONES' style='width:100%'></a>",prepaid - mobile,,,response_value,false,keywords,no contract,Banner,,,2018-09-24T22:56:08.902Z,,1.0,no-contract-mobile,,44a42497-96fc-438f-bf0c-8b1492550f84,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/securing-your-mobile-device/?intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-MO-SR-SU-BO"" search-banner=""securing mobile device - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-security-m?$jpeg100$&scl=1' alt='Protect your personal information from theft, loss and threats.' title='Protect your personal information from theft, loss and threats.' style='width:100%'></a>",securing mobile device - mobile,,,response_value,false,keywords,securing,Banner,,,2018-09-24T22:56:08.902Z,,1.0,securing-mobile,,44c40571-5106-4133-b6c2-d031f576cf6b,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/trade-in-program-faqs/?intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-trade_in_support-120214-MO-SR-SU-BO"" search-banner=""trade in - mobile - support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-tradein-m?$jpeg100$&scl=1' alt='Discover our TRADE-IN PROGRAM' title='Discover our TRADE-IN PROGRAM' style='width:100%'></a>",trade in - mobile - support,,,response_value,false,keywords,trade,Banner,,,2018-09-24T22:56:08.902Z,,1.0,trade-mobile,,44ef658c-9a61-4d3f-b4c7-5dd7b71bb1b8,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/verizon-cloud-faqs/?intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-cloud_support-112414-DE-SR-SU-T"" search-banner=""cloud - support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/d-search-banner-cloud-support?$jpeg80$&scl=1' alt='Learn about Verizon Cloud.' title='Learn about Verizon Cloud.' style='width:100%'></a>",cloud - support,,,response_value,false,keywords,backup,Banner,,,2018-09-24T22:56:08.902Z,,1.0,backup-desktop,,45575b80-e88c-446b-b713-f14fe3841252,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support,,,response_value,false,keywords,lc11,Banner,,,2018-09-24T22:56:08.902Z,,1.0,lc11-desktop,,4580c5a5-1329-400f-b949-ea3287aee21f,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""https://www.verizonwireless.com/support/reconnect-service-faqs/?intcmp=INT-SEA-NON-SE-reconnect-091114-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-reconnect-091114-MO-SR-SU-BO"" search-banner=""reconnect service - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-reconnect-m?$jpeg100$&scl=1' alt='My Verizon RECONNECT A DEVICE' title='My Verizon RECONNECT A DEVICE' style='width:100%'></a>",reconnect service - mobile,,,response_value,false,keywords,restart service,Banner,,,2018-09-24T22:56:08.902Z,,1.0,restart-service-mobile,,45b4505e-3f98-476c-be73-80771efb0eb6,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",advanced calling,,,response_value,false,keywords,video call,Banner,,,2018-09-24T22:56:08.902Z,,1.0,video-call-desktop,,462b74b7-bc52-4731-8a66-204643675e95,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/mobile-living/tech-smarts/how-to-get-and-use-ringtones/?intcmp=INT-SEA-NON-SE-ringtones-032615-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-ringtones-032615-MO-SR-LP-BO"" search-banner=""ringtones - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-ringtones-m?$jpeg100$&scl=1' alt='Ringtones' title='Ringtones' style='width:100%'></a>",ringtones - mobile,,,response_value,false,keywords,ring tones,Banner,,,2018-09-24T22:56:08.902Z,,1.0,ring-tones-mobile,,46bd5adc-811f-4cd6-ab55-4730d9bb80b0,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/internet-devices/jetpack-mifi-6620l/?intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" campaign-code=""intcmp=INT-SEA-NON-CS-jetpack-092914-DE-SR-DV-T"" search-banner=""gtm jetpack""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-jetpack-mifi-2x?$jpeg80$&scl=2' alt='Verizon Jetpack MIFI' title='Verizon Jetpack MIFI' style='width:100%'></a>",gtm jetpack,,,response_value,false,keywords,hotspot,Banner,,,2018-09-24T22:56:08.902Z,,1.0,hotspot-desktop,,476fada0-e9e8-4631-b132-aabf33814005,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support,,,response_value,false,keywords,ativ,Banner,,,2018-09-24T22:56:08.902Z,,1.0,ativ-desktop,,47c7529f-8cc9-4a44-bc04-01792612b865,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/motorola/?intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-motorola_support-070215-DE-SR-SU-T"" search-banner=""motorola support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-moto-support-d-110615?$jpeg100$&scl=1' alt='Motorola Support' title='Motorola Support' style='width:100%'></a>",motorola support,,,response_value,false,keywords,razr,Banner,,,2018-09-24T22:56:08.902Z,,1.0,razr-desktop,,47c9455b-5588-4451-9a82-aac465da4627,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/landingpages/international-travel/?intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-global_pricing_international-053115-DE-SR-PP-T"" search-banner=""global pricing international""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-international-2x?$jpeg80$&scl=2' alt='INTERNATIONAL TRAVEL PLANS' title='INTERNATIONAL TRAVEL PLANS' style='width:100%'></a>",global pricing international,,,response_value,false,keywords,vacation,Banner,,,2018-09-24T22:56:08.902Z,,1.0,vacation-desktop,,47ca94c0-d2bc-44a8-8cee-3d5402d56f16,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/nest/?intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-nest_cam-061715-MO-SR-DV-BO"" search-banner=""nest cam - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-nest-m-110615?$jpeg100$&scl=1' alt='Shop Nest' title='Shop Nest' style='width:100%'></a>",nest cam - mobile,,,response_value,false,keywords,nest,Banner,,,2018-09-24T22:56:08.902Z,,1.0,nest-mobile,,48f9ea88-f731-4826-b73c-ab4678a5e21b,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/wcms/contact-us.html?intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" campaign-code=""intcmp=INT-SEA-NON-SE-live_chat-010715-DE-SR-LP-T#LiveChat"" search-banner=""live chat""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-live-chat-2x?$jpeg80$&scl=2' alt='Live Chat' title='Live Chat' style='width:100%'></a>",live chat,,,response_value,false,keywords,talk to someone,Banner,,,2018-09-24T22:56:08.902Z,,1.0,talk-to-someone-desktop,,49309a0e-6e07-4321-9c9e-7e0ca98385b0,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href="""" campaign-code="""" search-banner=""disabled queries""><img src='' alt='' title='' style='width:100%'></a>",disabled queries,,,response_value,false,keywords,international - inside US,Banner,,,2018-09-24T22:56:08.902Z,,1.0,international---inside-US-mobile,,49af94f8-d7e8-4c0d-a065-7aa7929dbb07,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support,,,response_value,false,keywords,sch,Banner,,,2018-09-24T22:56:08.902Z,,1.0,sch-desktop,,4a2e5e1c-bcbe-4d3a-8085-5775ddf53b13,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/equipment-protection-overview/?intcmp=INT-SEA-NON-CS-insurance-112414-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-CS-insurance-112414-DE-SR-SU-T"" search-banner=""insurance""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-total-equip-cov-2x?$jpeg80$&scl=2' alt='Total Equipment Coverage. Covers devices and accessories that are stolen, lost, and damaged or experience a mechanical defect after the manufacturer's warranty expires.' title='Total Equipment Coverage. Covers devices and accessories that are stolen, lost, and damaged or experience a mechanical defect after the manufacturer's warranty expires.' style='width:100%'></a>",insurance,,,response_value,false,keywords,protection,Banner,,,2018-09-24T22:56:08.902Z,,1.0,protection-desktop,,4a608489-e9f6-4ada-bb65-b1bacc3cfb96,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/smartphones/samsung-galaxy-note-5/?intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsungnote5-111915-DE-SR-LP-T"" search-banner=""samsung galaxy note 5""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-samsung-gold-31458-dt?&wid=700&bgc=f6f6f6' alt='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' title='Samsung Galaxy Note5: Samsung Galaxy Note5 on Verizon' style='width:100%'></a>",samsung galaxy note 5,,,response_value,false,keywords,Note5,Banner,,,2018-09-24T22:56:08.902Z,,1.0,Note5-desktop,,4a777526-2042-434e-bcfb-dc9ff64592d7,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/landingpages/iphone/?intcmp=INT-SEA-NON-CS-discountediphones-100815-DE-SR-LP-T#modern-classics"" campaign-code=""intcmp=INT-SEA-NON-CS-discountediphones-100815-DE-SR-LP-T#modern-classics"" search-banner=""discounted iphones""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-iphone-1x?$defaultscalejpg$' alt='Discounted iPhones' title='Discounted iPhones' style='width:100%'></a>",discounted iphones,,,response_value,false,keywords,iPhone 5,Banner,,,2018-09-24T22:56:08.902Z,,1.0,iPhone-5-desktop,,4ac6dc07-fbc1-47c1-85bf-8d0ce7fa7aa7,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-DE-SR-SU-T"" search-banner=""samsung support""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support,,,response_value,false,keywords,tab,Banner,,,2018-09-24T22:56:08.902Z,,1.0,tab-desktop,,4b1243f6-929c-42c2-8b80-f4cd42123e76,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/parrot/?intcmp=INT-SEA-NON-CS-parrot_drones-110115-MO-SR-DV-BO"" campaign-code=""intcmp=INT-SEA-NON-CS-parrot_drones-110115-MO-SR-DV-BO"" search-banner=""parrot drones - mobile""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-9834-parrot-m?$defaultScaleJPG$' alt='Shop ParrotÎ MiniDrones. Parrot Airborne Night and Jumping Race' title='Shop ParrotÎ MiniDrones. Parrot Airborne Night and Jumping Race' style='width:100%'></a>",parrot drones - mobile,,,response_value,false,keywords,parrot,Banner,,,2018-09-24T22:56:08.902Z,,1.0,parrot-mobile,,4b67272b-bbdf-4553-a365-901d908af5e3,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/securing-your-mobile-device/?intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-securing_mobile_device-031815-DE-SR-SU-T"" search-banner=""securing mobile device""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-security-d?$jpeg100$&scl=1' alt='Protect your personal information from theft, loss and threats.' title='Protect your personal information from theft, loss and threats.' style='width:100%'></a>",securing mobile device,,,response_value,false,keywords,secure,Banner,,,2018-09-24T22:56:08.902Z,,1.0,secure-desktop,,4bb8723c-8714-46b7-83a4-1a5a2e41af95,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/rewards/learn?intcmp=INT-SEA-NON-RE-smart_rewards-031115-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-RE-smart_rewards-031115-DE-SR-LP-T"" search-banner=""smart rewards""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-rewards-082615?$jpeg80$&scl=1' alt='Introducing Verizon Smart Rewards' title='Introducing Verizon Smart Rewards' style='width:100%'></a>",smart rewards,,,response_value,false,keywords,smart rewards,Banner,,,2018-09-24T22:56:08.902Z,,1.0,smart-rewards-desktop,,4c055e8e-f5f9-4905-aa10-d19be5879dbd,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" search-banner=""gtm droid turbo 2 maxx 2 accessories""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-d-9919-10202015?$defaultScaleJPG$' alt='Accessorize your DROID Turbo 2 and Maxx 2' title='Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",gtm droid turbo 2 maxx 2 accessories,,,response_value,false,keywords,maxx accessories,Banner,,,2018-09-24T22:56:08.902Z,,1.0,maxx-accessories-desktop,,4c0f244d-9319-410b-9e3a-7991c8008fc3,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""tel:18002228588?intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-WB-cancel-042415-MO-SR-LP-BO"" search-banner=""cancel - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-customer?$jpeg80$&scl=1' alt='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' title='We are not satisfied until you are.  Talk to us now 1-800-222-8588?' style='width:100%'></a>",cancel - mobile,,,response_value,false,keywords,termination,Banner,,,2018-09-24T22:56:08.902Z,,1.0,termination-mobile,,4cae5525-fa5a-4696-825a-9ae0f0c273c2,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/b2c/support/return-policy?intcmp=INT-SEA-NON-SE-return_policy-091114-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-return_policy-091114-DE-SR-SU-T"" search-banner=""return policy""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-return-policy-2x?$jpeg80$&scl=2' alt='Return Policy. Not satisfied? Return or exchange your purchase within 14 days. Conditions and fees may apply.' title='Return Policy. Not satisfied? Return or exchange your purchase within 14 days. Conditions and fees may apply.' style='width:100%'></a>",return policy,,,response_value,false,keywords,returns,Banner,,,2018-09-24T22:56:08.902Z,,1.0,returns-desktop,,4cc80416-536e-4554-9a21-4fbef07004a4,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/iphone-6/?intcmp=INT-SEA-NON-SE-iphone_6_support-071315-DE-SR-SU-T"" campaign-code=""intcmp=INT-SEA-NON-SE-iphone_6_support-071315-DE-SR-SU-T"" search-banner=""iphone 6 support""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-iphone6-d-110615?$jpeg100$&scl=1' alt='iPhone 6 Support' title='iPhone 6 Support' style='width:100%'></a>",iphone 6 support,,,response_value,false,keywords,iphone 6,Banner,,,2018-09-24T22:56:08.902Z,,1.0,iphone-6-desktop,,4cfa0753-7f13-4651-adb7-82c2e834a9ea,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/suspend-service-faqs/?intcmp=INT-SEA-NON-SE-suspend_service-091114-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-suspend_service-091114-MO-SR-SU-BO"" search-banner=""suspend service - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-suspend-082615-m?$jpeg80$&scl=1' alt='My Verizon SUSPEND A DEVICE' title='My Verizon SUSPEND A DEVICE' style='width:100%'></a>",suspend service - mobile,,,response_value,false,keywords,stop service,Banner,,,2018-09-24T22:56:08.902Z,,1.0,stop-service-mobile,,4d31d9a2-4939-481f-9406-5d72004e68fa,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""http://support.verizonwireless.com/support/faqs/FeaturesandOptionalServices/backup_assistant_plus.html?intcmp=INT-SEA-NON-SE-backup_assistant_plus-091114-MO-SR-LP-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-backup_assistant_plus-091114-MO-SR-LP-BO"" search-banner=""backup assistant plus - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-mobile-backup-assistant?$jpeg80$&scl=1' alt='Backup Assistant Plus - SAVE YOUR FILES' title='Backup Assistant Plus - SAVE YOUR FILES' style='width:100%'></a>",backup assistant plus - mobile,,,response_value,false,keywords,back up assistant,Banner,,,2018-09-24T22:56:08.902Z,,1.0,back-up-assistant-mobile,,4d65ad3a-98f2-4b52-9141-546290871a70,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/?intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-droidmaxxaccessories-102915-DE-SR-LP-T"" search-banner=""gtm droid turbo 2 maxx 2 accessories""><img src='//ss7.vzw.com/is/image/VerizonWireless/site-search-banner-d-9919-10202015?$defaultScaleJPG$' alt='Accessorize your DROID Turbo 2 and Maxx 2' title='Accessorize your DROID Turbo 2 and Maxx 2' style='width:100%'></a>",gtm droid turbo 2 maxx 2 accessories,,,response_value,false,keywords,droid2 cases,Banner,,,2018-09-24T22:56:08.902Z,,1.0,droid2-cases-desktop,,4e06e700-e898-46cb-9d1e-a698b9dca79b,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/wcms/consumer/advanced-calling.html?intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-advanced_calling-041115-DE-SR-PP-T"" search-banner=""advanced calling""><img src='https://ss7.vzw.com/is/image/VerizonWireless/PHX-gw-search-hd-calling?$defaultScaleJPG$' alt='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' title='HD Voice and Video Calling.  Introducing a whole new way to experience calling on America's largest and most reliable 4G LTE network' style='width:100%'></a>",advanced calling,,,response_value,false,keywords,removable,Banner,,,2018-09-24T22:56:08.902Z,,1.0,removable-desktop,,4ecac39a-e00f-4478-9110-e72f138d6a74,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support - mobile,,,response_value,false,keywords,odyssey,Banner,,,2018-09-24T22:56:08.902Z,,1.0,odyssey-mobile,,4f0c6844-44de-4752-b33f-445596ce4030,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/smart-watches/samsung/?intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-samsunggears2-110515-DE-SR-LP-T"" search-banner=""samsung gear s2 buy now""><img src='//ss7.vzw.com/is/image/VerizonWireless/gg-site-search-banner-samsung-gear-s2-d-10162015?$defaultScaleJPG$' alt='?Samsung Gear S2?' title='?Samsung Gear S2?' style='width:100%'></a>",samsung gear s2 buy now,,,response_value,false,keywords,galaxy watch,Banner,,,2018-09-24T22:56:08.902Z,,1.0,galaxy-watch-desktop,,4f2de020-c966-4773-bfac-c1f9165b244c,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/deals-landing/?intcmp=INT-SEA-NON-CS-kidphones-100815-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-kidphones-100815-DE-SR-LP-T"" search-banner=""deals""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-d-deals-1x?$defaultscalejpg$' alt='Shop deals' title='Shop deals' style='width:100%'></a>",deals,,,response_value,false,keywords,promotions,Banner,,,2018-09-24T22:56:08.902Z,,1.0,promotions-desktop,,5027a78a-10d8-4895-9648-1081683dd206,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/accessories/beats/?intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-CS-beats_by_dre-011215-DE-SR-LP-T"" search-banner=""beats by dre""><img src='//ss7.vzw.com/is/image/VerizonWireless/search-banner-beats-d-110415?$jpeg100$&scl=1' alt='Beats by Dre' title='Beats by Dre' style='width:100%'></a>",beats by dre,,,response_value,false,keywords,dre,Banner,,,2018-09-24T22:56:08.902Z,,1.0,dre-desktop,,51e84797-f66d-48d9-89c3-5d4af4c630bd,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/printlabel?intcmp=INT-SEA-NON-SE-return_label-060614-DE-SR-LP-T"" campaign-code=""intcmp=INT-SEA-NON-SE-return_label-060614-DE-SR-LP-T"" search-banner=""return label""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-banner-return-label-2x?$jpeg80$&scl=2' alt='Return Label: Need a return-shipping label? Click here to print a new one. Print label now.' title='Return Label: Need a return-shipping label? Click here to print a new one. Print label now.' style='width:100%'></a>",return label,,,response_value,false,keywords,label,Banner,,,2018-09-24T22:56:08.902Z,,1.0,label-desktop,,52db4bf4-750b-4daa-a5ca-fd0bdbae9332,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
"",banner,"<a href=""//www.verizonwireless.com/support/samsung/?intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" campaign-code=""intcmp=INT-SEA-NON-SE-samsung-070215-MO-SR-SU-BO"" search-banner=""samsung support - mobile""><img src='https://ss7.vzw.com/is/image/VerizonWireless/search-samsung-082615-m?$jpeg80$&scl=1' alt='Samsung Support' title='Samsung Support' style='width:100%'></a>",samsung support - mobile,,,response_value,false,keywords,samsung,Banner,,,2018-09-24T22:56:08.902Z,,1.0,samsung-mobile,,52f92419-ccda-4974-a207-5db4256d0318,2018-09-24T22:56:08.902Z,,,rules-global,,,,,,
